1,50,158,118,6,0,42.4,4,1
1,9,17,19,2,0,47.4,4,4
1,165,361,296,24,1,55.7,4,1
1,78,285,213,10,0,36.6,4,2
1,62,128,114,7,0,54.4,4,1
1,142,260,224,22,0,63.4,4,1
1,96,180,140,15,0,68.6,4,1
1,6,25,14,1,0,42.9,4,2
1,34,70,43,7,0,79.1,4,1
1,85,178,130,10,1,65.4,4,3
1,4,7,4,1,0,100,4,2
1,10,12,11,2,0,90.9,4,2
1,0,6,7,0,0,0,4,4
1,42,80,64,7,0,65.6,4,1
1,7,43,33,1,0,21.2,4,3
1,61,211,173,4,1,35.3,4,1
1,36,129,98,4,0,36.7,5,3
1,4,7,5,1,0,80,4,1
1,155,286,191,14,4,81.2,4,3
1,79,109,86,12,2,91.9,4,2
1,6,13,11,1,0,54.5,4,1
1,29,99,65,4,0,44.6,4,3
1,15,76,54,3,0,27.8,4,2
1,44,58,39,8,0,112.8,4,4
1,122,283,233,19,0,52.4,4,2
1,39,45,39,8,0,100,4,4
1,10,25,18,2,0,55.6,4,2
1,10,26,23,2,0,43.5,4,3
1,126,346,230,15,2,54.8,4,2
1,17,27,17,3,0,100,4,4
1,88,229,144,13,0,61.1,5,2
1,176,440,316,23,0,55.7,4,2
1,36,124,119,5,0,30.3,4,2
1,42,78,52,7,1,80.8,5,4
1,35,96,88,5,0,39.8,4,1
1,43,156,113,5,0,38.1,4,2
1,16,15,20,0,0,80,4,4
1,5,43,35,0,0,14.3,4,1
1,55,120,83,6,1,66.3,4,3
1,20,82,54,3,0,37,4,2
1,32,73,64,3,1,50,4,4
1,52,147,102,9,0,51,4,1
1,52,117,91,9,0,57.1,4,3
1,109,310,196,14,1,55.6,4,1
1,16,42,28,3,0,57.1,4,3
1,23,85,66,2,0,34.8,4,1
1,19,40,29,3,0,65.5,4,3
1,4,20,15,0,0,26.7,4,2
1,1,2,1,0,0,100,4,2
1,56,178,110,9,0,50.9,4,4
1,88,186,111,10,0,79.3,4,1
1,10,16,12,1,0,83.3,5,3
1,109,274,188,12,0,58,4,1
1,12,90,55,1,0,21.8,4,3
1,37,90,48,4,1,77.1,4,2
1,103,317,196,9,0,52.6,4,4
1,40,122,91,0,1,44,4,1
1,53,139,103,6,0,51.5,4,2
1,106,266,206,12,0,51.5,4,2
1,98,251,189,13,0,51.9,5,2
1,38,106,64,5,0,59.4,4,4
1,214,547,363,22,2,59,4,2
1,53,125,77,5,2,68.8,4,4
1,61,162,129,8,0,47.3,4,2
1,7,25,18,1,0,38.9,4,2
1,76,200,148,10,0,51.4,4,4
1,38,74,71,5,0,53.5,4,1
1,19,86,62,2,0,30.6,4,1
1,17,61,50,3,0,34,4,2
1,27,78,34,5,0,79.4,4,4
1,13,25,18,2,0,72.2,4,1
1,81,257,159,7,0,50.9,4,2
1,13,10,10,0,2,130,4,4
1,7,32,15,1,0,46.7,4,2
1,37,125,81,5,0,45.7,4,2
1,21,71,23,2,0,91.3,4,4
1,32,99,53,5,0,60.4,4,2
1,1,8,5,0,0,20,4,4
1,10,41,24,2,0,41.7,4,2
1,74,150,118,12,0,62.7,4,2
1,28,74,52,5,0,53.8,4,1
1,104,217,161,11,1,64.6,4,3
1,18,63,41,1,0,43.9,5,2
1,74,179,128,12,0,57.8,4,2
1,36,41,49,4,0,73.5,4,4
1,117,356,260,14,0,45,4,1
1,0,16,4,0,0,0,4,3
1,193,434,330,19,3,58.5,4,1
1,1,15,6,0,0,16.7,4,2
1,37,79,59,5,0,62.7,4,4
1,194,493,348,21,0,55.7,4,1
1,1,6,3,0,0,33.3,4,2
1,248,552,379,35,0,65.4,4,2
1,36,79,55,6,0,65.5,4,1
1,44,113,89,7,0,49.4,4,1
1,14,43,22,3,0,63.6,4,3
1,122,354,226,8,1,54,4,1
1,91,259,197,12,0,46.2,4,2
1,1,17,15,0,0,6.7,4,4
1,71,175,128,9,0,55.5,4,1
1,13,33,25,2,0,52,5,3
1,5,5,3,1,0,166.7,4,1
1,31,54,42,5,0,73.8,4,3
1,160,397,260,26,0,61.5,4,2
1,105,246,166,11,2,63.3,4,1
1,16,47,26,2,0,61.5,5,3
1,143,259,182,13,1,78.6,4,2
1,41,88,72,5,0,56.9,4,2
1,54,186,122,3,0,44.3,4,4
1,13,42,22,3,0,59.1,4,1
1,6,22,10,1,0,60,4,3
2,40,72,55,9,0,72.7,4,2
2,10,38,24,2,0,41.7,4,4
2,18,91,62,3,0,29,4,2
2,2,28,25,0,0,8,4,4
2,177,298,207,29,3,85.5,4,1
2,31,75,64,4,0,48.4,4,3
2,0,5,3,0,0,0,4,2
2,136,405,273,18,0,49.8,4,4
2,0,2,1,0,0,0,5,2
2,9,18,13,1,0,69.2,4,4
2,97,208,163,12,2,59.5,4,1
2,8,20,11,2,0,72.7,4,3
2,21,120,76,3,0,27.6,4,1
2,20,76,53,2,0,37.7,4,3
2,76,138,114,13,0,66.7,4,1
2,65,153,107,11,0,60.7,5,3
2,8,49,36,0,0,22.2,4,2
2,2,18,14,0,0,14.3,4,4
2,41,78,71,7,0,57.7,4,2
2,16,140,98,2,0,16.3,4,4
2,1,33,21,0,0,4.8,4,2
2,34,77,57,5,0,59.6,5,4
2,7,25,16,1,0,43.8,4,2
2,100,275,179,13,0,55.9,4,3
2,8,14,12,1,0,66.7,4,1
2,8,28,19,2,0,42.1,4,3
2,76,202,155,13,0,49,4,1
2,5,17,6,1,0,83.3,4,3
2,0,1,1,0,0,0,6,2
2,24,50,44,3,0,54.5,6,3
2,10,30,19,1,0,52.6,6,2
2,27,93,65,4,0,41.5,6,4
2,16,47,42,3,0,38.1,6,1
2,7,36,25,1,0,28,6,3
2,15,33,23,0,0,65.2,7,1
2,40,122,107,5,0,37.4,7,3
2,6,20,8,1,0,75,6,2
2,17,36,29,2,0,58.6,4,4
2,114,228,161,16,0,70.8,4,2
2,5,12,9,1,0,55.6,4,4
2,6,27,17,1,0,35.3,4,1
2,0,1,1,0,0,0,4,3
2,24,71,41,4,0,58.5,4,1
2,122,263,177,19,1,68.9,4,3
2,15,58,45,2,0,33.3,4,2
2,4,32,25,1,0,16,4,4
2,169,329,254,26,0,66.5,5,2
2,9,38,28,1,0,32.1,5,4
2,92,222,147,14,1,62.6,4,2
2,4,25,14,0,0,28.6,4,4
2,34,103,68,3,0,50,5,2
2,7,27,14,0,0,50,4,4
2,47,95,72,7,0,65.3,5,1
2,113,200,151,13,2,74.8,5,3
2,61,181,133,8,0,45.9,5,2
2,0,6,5,0,0,0,5,4
2,116,283,191,9,1,60.7,4,2
2,52,162,122,4,0,42.6,4,4
2,45,82,53,8,0,84.9,4,1
2,4,6,4,1,0,100,4,3
2,20,78,46,2,1,43.5,4,1
2,69,185,135,9,0,51.1,4,3
2,155,233,184,23,1,84.2,4,1
2,15,60,35,2,0,42.9,4,3
2,0,4,2,0,0,0,4,1
2,8,32,17,1,0,47.1,4,3
2,41,94,63,7,0,65.1,4,2
2,86,162,139,13,0,61.9,4,4
2,16,94,61,2,0,26.2,5,2
2,12,51,35,2,0,34.3,4,4
2,8,47,26,2,0,30.8,4,1
2,51,120,74,7,0,68.9,4,3
2,9,40,31,1,0,29,4,1
2,32,55,48,5,0,66.7,4,3
2,0,3,1,0,0,0,4,1
2,44,107,79,5,0,55.7,5,3
2,2,10,6,0,0,33.3,4,1
2,8,17,11,1,0,72.7,4,3
2,23,49,29,5,0,79.3,4,2
2,26,74,47,5,0,55.3,4,4
2,63,173,115,11,0,54.8,4,2
2,0,13,7,0,0,0,4,4
2,64,187,130,11,0,49.2,4,1
2,14,88,62,1,0,22.6,5,3
2,62,113,77,7,1,80.5,4,2
2,15,31,21,1,0,71.4,4,4
2,154,429,243,14,1,63.4,4,2
2,12,33,16,3,0,75,4,4
2,27,60,46,3,0,58.7,4,2
2,12,42,30,1,0,40,4,3
2,6,18,12,0,0,50,4,1
2,14,26,22,1,0,63.6,6,3
2,8,29,21,1,0,38.1,4,2
2,84,168,142,11,1,59.2,4,3
2,36,61,34,8,0,105.9,4,1
2,111,327,241,13,1,46.1,5,3
2,34,90,58,6,0,58.6,4,2
2,12,84,68,1,0,17.6,5,4
2,16,33,34,3,0,47.1,4,2
2,56,136,86,8,0,65.1,4,4
2,1,10,8,0,0,12.5,4,1
2,40,92,60,8,0,66.7,4,3
2,23,65,34,4,0,67.6,4,2
2,91,235,172,11,0,52.9,4,3
2,73,151,98,8,1,74.5,4,2
2,32,73,46,4,0,69.6,4,4
2,41,133,89,8,0,46.1,4,1
2,80,213,141,9,0,56.7,4,3
2,15,46,25,3,0,60,4,1
2,8,22,16,1,0,50,4,3
2,25,94,69,3,0,36.2,4,2
2,13,46,34,2,0,38.2,4,4
0,179,414,322,24,1,55.6,4,1
0,54,180,138,3,0,39.1,4,3
0,52,98,88,5,0,59.1,4,1
0,2,8,8,0,0,25,4,1
0,23,129,93,2,0,24.7,4,2
0,15,38,20,1,1,75,4,1
0,148,320,244,20,3,60.7,5,1
0,13,28,16,1,0,81.3,4,3
0,18,61,34,3,0,52.9,4,1
0,126,397,248,14,0,50.8,4,3
0,217,494,344,29,0,63.1,4,1
0,15,16,10,3,0,150,2,3
0,201,392,281,27,0,71.5,4,1
0,103,254,197,12,1,52.3,4,2
0,26,87,81,4,0,32.1,4,4
0,90,263,198,13,0,45.5,4,2
0,36,85,65,7,0,55.4,4,1
0,176,419,298,26,0,59.1,4,3
0,8,54,38,1,0,21.1,4,1
0,7,19,15,0,0,46.7,4,3
0,55,238,175,6,0,31.4,4,2
0,1,15,10,0,0,10,4,3
0,3,21,18,0,0,16.7,4,2
0,94,301,202,11,0,46.5,4,2
0,22,157,126,2,0,17.5,4,1
0,16,84,45,2,0,35.6,4,2
0,28,38,19,5,0,147.4,6,4
0,82,146,109,12,0,75.2,4,1
0,0,9,5,0,0,0,4,2
0,13,26,18,3,0,72.2,4,2
0,49,177,126,4,0,38.9,4,4
0,68,188,126,11,0,54,4,1
0,47,159,120,4,0,39.2,5,3
0,11,45,26,1,0,42.3,4,1
0,5,41,22,1,0,22.7,4,3
0,4,3,3,1,0,133.3,4,1
0,100,298,211,11,0,47.4,5,3
0,40,168,133,5,0,30.1,4,1
0,12,27,25,2,0,48,4,3
0,13,52,28,1,0,46.4,4,2
0,94,219,153,8,2,61.4,4,2
0,3,6,7,0,0,42.9,4,4
0,2,25,13,0,0,15.4,4,2
0,15,28,24,2,0,62.5,6,2
0,59,254,172,4,0,34.3,6,1
0,8,24,16,1,0,50,6,3
0,41,124,90,5,0,45.6,7,1
0,35,74,51,5,0,68.6,6,1
0,57,193,134,6,0,42.5,6,3
0,88,324,266,5,0,33.1,6,1
0,5,15,13,1,0,38.5,6,2
0,68,216,136,8,0,50,6,2
0,119,225,189,17,0,63,6,4
0,21,39,30,3,0,70,7,1
0,148,298,213,14,0,69.5,6,2
0,0,4,3,0,0,0,4,2
0,11,35,24,1,0,45.8,4,2
0,111,373,270,19,0,41.1,4,2
0,1,6,5,0,0,20,4,4
0,73,272,208,8,1,35.1,5,2
0,71,202,152,10,0,46.7,4,2
0,43,55,47,7,0,91.5,4,2
0,11,57,42,0,0,26.2,4,4
0,31,81,59,5,0,52.5,4,2
0,177,462,360,26,0,49.2,4,1
0,74,111,97,11,1,76.3,4,3
0,35,72,55,7,0,63.6,4,1
0,9,13,11,2,0,81.8,4,3
0,7,40,30,1,0,23.3,4,2
0,15,43,36,1,0,41.7,4,4
0,88,306,233,9,0,37.8,4,2
0,83,287,231,9,0,35.9,4,1
0,143,292,247,20,0,57.9,4,1
0,139,397,266,16,0,52.3,4,2
0,8,43,44,1,0,18.2,4,4
0,67,118,93,9,1,72,4,2
0,53,94,54,10,0,98.1,4,1
0,124,308,235,10,1,52.8,4,3
0,1,10,4,0,0,25,4,2
0,22,54,45,4,0,48.9,4,4
0,79,191,136,13,0,58.1,4,2
0,0,2,1,0,0,0,4,1
0,34,90,68,6,0,50,4,1
0,92,160,113,17,0,81.4,4,3
0,54,114,89,10,0,60.7,4,2
0,0,3,3,0,0,0,4,2
0,241,613,436,33,0,55.3,4,1
0,60,108,89,5,0,67.4,4,3
0,14,64,33,3,0,42.4,4,2
0,101,274,169,9,0,59.8,4,1
0,31,69,50,2,0,62,4,3
0,37,104,78,6,0,47.4,4,2
0,16,42,35,3,0,45.7,4,4
0,82,298,192,11,0,42.7,4,1
0,1,13,11,0,0,9.1,4,3
0,153,342,205,13,3,74.6,4,1
0,13,67,36,1,0,36.1,4,3
0,49,98,65,7,1,75.4,5,2
0,64,167,131,9,1,48.9,4,3
0,62,108,85,11,0,72.9,4,1
0,9,25,20,0,1,45,4,3
0,203,516,347,23,1,58.5,4,2
0,146,465,314,17,2,46.5,4,2
0,14,146,91,0,0,15.4,4,4
